nan,circuit_decomposed_num_of_cx,14272,14272,14272,14272,14272,14272,14272,29100,29100,29100,29100,29100,29100,29100,29100,29100,29100,29100,52848,52848,52848,52848,52848,52848,52848,52848,52848,52848,52848,52848,52848,52848,52848,52848,52848,52848,52848
nan,circuit_decomposed_num_of_toffoli,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,circuit_decomposed_num_of_p,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,circuit_decomposed_num_of_t,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,qc_compiled_width,20,20,20,20,20,20,20,24,24,24,24,24,24,24,24,24,24,24,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
nan,qc_compiled_depth,6854,6853,6916,6851,6916,6914,6917,15155,15152,15216,14915,15225,15147,14976,15152,15210,15226,14988,35737,35826,35813,35894,35863,34885,35842,35901,35826,35729,35900,35818,34934,35826,35826,35839,35840,35826,34917
nan,qc_compiled_size,10699,10697,10759,10699,10761,10759,10761,23377,23377,23437,23141,23449,23377,23205,23377,23437,23449,23217,50987,51077,51071,51147,51107,50085,51095,51151,51077,50987,51147,51071,50129,51077,51077,51095,51107,51077,50097
nan,qc_compiled_num_nonlocal_gates,7808,7808,7868,7808,7868,7868,7868,15840,15840,15900,15624,15912,15840,15684,15840,15900,15912,15696,28926,29016,29010,29088,29046,27972,29034,29088,29016,28926,29088,29010,28020,29016,29016,29034,28974,29016,28056
nan,qc_compiled_num_ancillas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nan,qc_compiled_num_clbits,9,9,9,9,9,9,9,11,11,11,11,11,11,11,11,11,11,11,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
nan,qc_compiled_num_qubits,11,11,11,11,11,11,11,13,13,13,13,13,13,13,13,13,13,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
nan,qc_compiled_num_of_count_ops,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,9,9,9,9,9,9,10,9,9,9,10,9,9
nan,qc_compiled_num_of_x,9,9,9,9,9,9,9,11,11,11,11,11,11,11,11,11,11,11,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
nan,qc_compiled_num_of_measure,510,510,510,510,510,510,510,2046,2046,2046,2046,2046,2046,2046,2046,2046,2046,2046,8190,8190,8190,8190,8190,8190,8190,8190,8190,8190,8190,8190,8190,8190,8190,8190,8190,8190,8190
nan,qc_compiled_num_of_h,1483,1481,1483,1483,1485,1483,1485,3365,3365,3365,3345,3365,3365,3349,3365,3365,3365,3349,8045,8045,8045,8043,8045,7953,8045,8047,8045,8045,8043,8045,7949,8045,8045,8045,7973,8045,8025
nan,qc_compiled_num_of_cswap,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,qc_compiled_num_of_swap,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,qc_compiled_num_of_cx,1728,1728,1788,1728,1788,1788,1788,3240,3240,3300,3024,3312,3240,3084,3240,3300,3312,3096,5742,5832,5826,5904,5862,4788,5850,5904,5832,5742,5904,5826,4836,5832,5832,5850,5790,5832,4872
nan,qc_compiled_num_of_toffoli,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,qc_compiled_num_of_p,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,qc_compiled_num_of_t,64,64,64,64,64,64,64,100,100,100,100,100,100,100,100,100,100,100,144,144,144,144,144,72,144,144,144,144,144,144,72,144,144,144,72,144,144
